Country Name,year,men,women,Year,Count,percentage_women,total,percentage_women_better
afghanistan,1936,21,0,,,,21,0.0
afghanistan,1948,30,0,,,,30,0.0
afghanistan,1956,16,0,,,,16,0.0
afghanistan,1960,20,0,1960.0,8996973.0,0.0,20,0.0
afghanistan,1964,8,0,1964.0,9744781.0,0.0,8,0.0
afghanistan,1968,5,0,1968.0,10637063.0,0.0,5,0.0
afghanistan,1972,8,0,1972.0,11791215.0,0.0,8,0.0
afghanistan,1980,11,0,1980.0,13356511.0,0.0,11,0.0
afghanistan,1988,5,0,1988.0,11618005.0,0.0,5,0.0
afghanistan,1996,2,0,1996.0,18853437.0,0.0,2,0.0
afghanistan,2004,3,2,2004.0,24726684.0,8.088427870069436e-06,5,40.0
afghanistan,2008,3,1,2008.0,27722276.0,3.607207431309031e-06,4,25.0
afghanistan,2012,5,1,2012.0,31161376.0,3.209100907482391e-06,6,16.666666666666664
afghanistan,2016,2,1,2016.0,35383128.0,2.8262057554662776e-06,3,33.33333333333333
afghanistan,2020,4,1,2020.0,36296400.0,2.7550941691187007e-06,5,20.0
albania,1972,1,0,1972.0,2243126.0,0.0,1,0.0
albania,1992,7,2,1992.0,3247039.0,6.159457893791851e-05,9,22.22222222222222
albania,1996,3,6,1996.0,3168033.0,0.0001893919665609544,9,66.66666666666666
albania,2000,2,3,2000.0,3089027.0,9.711795979769682e-05,5,60.0
albania,2004,5,2,2004.0,3026939.0,6.607335000804443e-05,7,28.57142857142857
albania,2006,3,0,2006.0,2992547.0,0.0,3,0.0
albania,2008,7,5,2008.0,2947314.0,0.0001696459895348782,12,41.66666666666667
albania,2010,2,0,2010.0,2913021.0,0.0,2,0.0
albania,2012,7,3,2012.0,2900401.0,0.0001034339734402243,10,30.0
albania,2014,2,2,2014.0,2889104.0,6.922561458500629e-05,4,50.0
albania,2016,3,3,2016.0,2876101.0,0.00010430788070377223,6,50.0
albania,2018,2,2,,,,4,50.0
albania,2020,6,4,2020.0,2873457.0,0.00013920514557900119,10,40.0
albania,2022,2,0,,,,2,0.0
algeria,1964,7,0,1964.0,12221675.0,0.0,7,0.0
algeria,1968,9,0,1968.0,13663583.0,0.0,9,0.0
algeria,1972,7,0,1972.0,15285990.0,0.0,7,0.0
algeria,1980,73,1,1980.0,19221665.0,5.202462950009794e-06,74,1.3513513513513513
algeria,1984,35,0,1984.0,21763575.0,0.0,35,0.0
algeria,1988,43,5,1988.0,24443467.0,2.0455363390144286e-05,48,10.416666666666668
algeria,1992,41,6,1992.0,27028326.0,2.2198933074878555e-05,47,12.76595744680851
algeria,1996,43,6,1996.0,29266405.0,2.050132224986294e-05,49,12.244897959183673
algeria,2000,41,11,2000.0,31042235.0,3.543559283021986e-05,52,21.153846153846153
algeria,2004,54,18,2004.0,32692163.0,5.505906721436572e-05,72,25.0
algeria,2006,1,2,2006.0,33641002.0,5.945126129120649e-06,3,66.66666666666666
algeria,2008,38,24,2008.0,34730608.0,6.91033108317597e-05,62,38.70967741935484
algeria,2010,1,0,2010.0,35977455.0,0.0,1,0.0
algeria,2012,22,18,2012.0,37383887.0,4.8149086262752715e-05,40,45.0
algeria,2016,66,13,2016.0,40551404.0,3.205807621358807e-05,79,16.455696202531644
algeria,2020,30,15,2020.0,41389198.0,3.6241340071387704e-05,45,33.33333333333333
american samoa,1988,6,0,1988.0,44343.0,0.0,6,0.0
american samoa,1992,3,0,1992.0,49896.0,0.0,3,0.0
american samoa,1994,2,0,1994.0,52095.0,0.0,2,0.0
american samoa,1996,4,1,1996.0,54211.0,0.0018446440759255502,5,20.0
american samoa,2000,3,1,2000.0,57821.0,0.001729475450095986,4,25.0
american samoa,2004,2,1,2004.0,59681.0,0.0016755751411672054,3,33.33333333333333
american samoa,2008,2,2,2008.0,57492.0,0.0034787448688513188,4,50.0
american samoa,2012,4,1,2012.0,55667.0,0.0017963964287638996,5,20.0
american samoa,2016,3,1,2016.0,55741.0,0.001794011589314867,4,25.0
american samoa,2020,5,1,2020.0,55620.0,0.0017979144192736428,6,16.666666666666664
american samoa,2022,1,0,,,,1,0.0
andorra,1976,12,0,1976.0,31777.0,0.0,12,0.0
andorra,1980,9,0,1980.0,36067.0,0.0,9,0.0
andorra,1984,6,0,1984.0,42706.0,0.0,6,0.0
andorra,1988,10,5,1988.0,50434.0,0.009913946940555973,15,33.33333333333333
andorra,1992,17,4,1992.0,58888.0,0.006792555359326178,21,19.047619047619047
andorra,1994,8,6,1994.0,62677.0,0.009572889576718733,14,42.857142857142854
andorra,1996,6,2,1996.0,64360.0,0.003107520198881293,8,25.0
andorra,1998,5,2,1998.0,64142.0,0.003118081756103645,7,28.57142857142857
andorra,2000,3,2,2000.0,65390.0,0.003058571647040832,5,40.0
andorra,2002,3,2,2002.0,70049.0,0.0028551442561635426,5,40.0
andorra,2004,4,2,2004.0,76244.0,0.0026231572320444888,6,33.33333333333333
andorra,2006,10,0,2006.0,80993.0,0.0,10,0.0
andorra,2008,3,2,2008.0,83862.0,0.0023848703822947222,5,40.0
andorra,2010,13,7,2010.0,84449.0,0.008289026513043375,20,35.0
andorra,2012,4,2,2012.0,82427.0,0.002426389411236609,6,33.33333333333333
andorra,2014,7,5,2014.0,79213.0,0.006312095236892934,12,41.66666666666667
andorra,2016,2,2,2016.0,77297.0,0.0025874225390377374,4,50.0
andorra,2018,11,1,,,,12,8.333333333333332
andorra,2020,1,2,2020.0,77001.0,0.0025973688653394113,3,66.66666666666666
andorra,2022,5,7,,,,12,58.333333333333336
angola,1980,21,2,1980.0,8341289.0,2.3977109533070965e-05,23,8.695652173913043
angola,1988,23,11,1988.0,11068050.0,9.938516721554383e-05,34,32.35294117647059
angola,1992,39,7,1992.0,12657366.0,5.530376541217186e-05,46,15.217391304347828
angola,1996,14,20,1996.0,14400719.0,0.00013888195443574727,34,58.82352941176471
angola,2000,15,16,2000.0,16395473.0,9.758791344415621e-05,31,51.61290322580645
angola,2004,14,17,2004.0,18758145.0,9.062729816834234e-05,31,54.83870967741935
angola,2008,18,15,2008.0,21695634.0,6.913833446858479e-05,33,45.45454545454545
angola,2012,7,30,2012.0,25107931.0,0.00011948415821279738,37,81.08108108108108
angola,2016,8,18,2016.0,28842484.0,6.240793962128921e-05,26,69.23076923076923
angola,2020,4,16,2020.0,29816748.0,5.366111689980409e-05,20,80.0
antigua and barbuda,1976,20,0,1976.0,62367.0,0.0,20,0.0
antigua and barbuda,1984,22,8,1984.0,61786.0,0.012947917003852005,30,26.666666666666668
antigua and barbuda,1988,25,4,1988.0,61771.0,0.006475530588787619,29,13.793103448275861
antigua and barbuda,1992,12,4,1992.0,64471.0,0.006204339935785081,16,25.0
antigua and barbuda,1996,7,11,1996.0,70173.0,0.0156755447251792,18,61.111111111111114
antigua and barbuda,2000,1,2,2000.0,76016.0,0.002631025047358451,3,66.66666666666666
antigua and barbuda,2004,3,2,2004.0,80336.0,0.00248954391555467,5,40.0
antigua and barbuda,2008,4,1,2008.0,85397.0,0.0011710013232314952,5,20.0
antigua and barbuda,2012,2,2,2012.0,90409.0,0.002212169142452632,4,50.0
antigua and barbuda,2016,8,2,2016.0,94527.0,0.002115797602801316,10,20.0
antigua and barbuda,2020,3,3,2020.0,95426.0,0.003143797287950873,6,50.0
argentina,1900,6,0,,,,6,0.0
argentina,1908,1,0,,,,1,0.0
argentina,1920,1,0,,,,1,0.0
argentina,1924,132,0,,,,132,0.0
argentina,1928,135,0,,,,135,0.0
argentina,1932,61,0,,,,61,0.0
argentina,1936,62,2,,,,64,3.125
argentina,1948,314,22,,,,336,6.547619047619048
argentina,1952,177,23,,,,200,11.5
argentina,1956,24,1,,,,25,4.0
argentina,1960,117,4,1960.0,20481779.0,1.9529553560752706e-05,121,3.3057851239669422
argentina,1964,145,15,1964.0,21824425.0,6.873033310155937e-05,160,9.375
argentina,1968,127,21,1968.0,23168267.0,9.064122059712106e-05,148,14.18918918918919
argentina,1972,103,10,1972.0,24653175.0,4.056272670761474e-05,113,8.849557522123893
argentina,1976,88,18,1976.0,26264681.0,6.853309964054008e-05,106,16.9811320754717
argentina,1980,26,0,1980.0,27896528.0,0.0,26,0.0
argentina,1984,118,28,1984.0,29737093.0,9.415849760432198e-05,146,19.17808219178082
argentina,1988,122,52,1988.0,31668949.0,0.00016419869191112088,174,29.88505747126437
argentina,1992,136,45,1992.0,33529326.0,0.00013421086961306648,181,24.861878453038674
argentina,1994,7,13,1994.0,34402672.0,3.778776253193357e-05,20,65.0
argentina,1996,144,69,1996.0,35246374.0,0.000195764818247687,213,32.3943661971831
argentina,1998,1,5,1998.0,36063459.0,1.3864449330830967e-05,6,83.33333333333334
argentina,2000,107,52,2000.0,36870787.0,0.00014103306229942963,159,32.70440251572327
argentina,2002,15,12,2002.0,37681749.0,3.184565557187911e-05,27,44.44444444444444
argentina,2004,120,55,2004.0,38491972.0,0.00014288693756713737,175,31.428571428571427
argentina,2006,8,11,2006.0,39289878.0,2.799703272176106e-05,19,57.89473684210527
argentina,2008,88,62,2008.0,40080160.0,0.00015469000123752,150,41.333333333333336
argentina,2010,9,12,2010.0,40788453.0,2.9420091024290623e-05,21,57.14285714285714
argentina,2012,102,47,2012.0,41733271.0,0.00011261997651705756,149,31.543624161073826
argentina,2014,12,9,2014.0,42669500.0,2.1092349336176893e-05,21,42.857142857142854
argentina,2016,147,83,2016.0,43590368.0,0.0001904090371524278,230,36.08695652173913
argentina,2018,5,4,,,,9,44.44444444444444
argentina,2020,130,63,2020.0,44044811.0,0.00014303614561996872,193,32.64248704663213
argentina,2022,5,8,,,,13,61.53846153846154
armenia,1994,2,0,1994.0,3283667.0,0.0,2,0.0
armenia,1996,36,2,1996.0,3168221.0,6.312690939173751e-05,38,5.263157894736842
armenia,1998,2,1,1998.0,3108687.0,3.2167921698131716e-05,3,33.33333333333333
armenia,2000,24,2,2000.0,3069591.0,6.515526009816942e-05,26,7.6923076923076925
armenia,2002,8,7,2002.0,3033978.0,0.0002307201963890312,15,46.666666666666664
armenia,2004,17,2,2004.0,3000720.0,6.665067050574528e-05,19,10.526315789473683
armenia,2006,9,0,2006.0,2958307.0,0.0,9,0.0
armenia,2008,25,2,2008.0,2907618.0,6.878482661752679e-05,27,7.4074074074074066
armenia,2010,3,3,2010.0,2877319.0,0.00010426372605887633,6,50.0
armenia,2012,27,4,2012.0,2884229.0,0.0001386852430926948,31,12.903225806451612
armenia,2014,6,1,2014.0,2912403.0,3.4335907496318336e-05,7,14.285714285714285
armenia,2016,24,11,2016.0,2936146.0,0.00037464077058838355,35,31.428571428571427
armenia,2018,3,1,,,,4,25.0
armenia,2020,16,3,2020.0,2944809.0,0.00010187417927614321,19,15.789473684210526
armenia,2022,3,3,,,,6,50.0
aruba,1988,5,7,1988.0,61079.0,0.011460567461811752,12,58.333333333333336
aruba,1992,4,1,1992.0,68235.0,0.0014655235582911996,5,20.0
aruba,1996,3,0,1996.0,83200.0,0.0,3,0.0
aruba,2000,3,2,2000.0,90853.0,0.002201358238032866,5,40.0
aruba,2004,3,1,2004.0,98737.0,0.0010127915573695777,4,25.0
aruba,2008,2,0,2008.0,101358.0,0.0,2,0.0
aruba,2012,3,1,2012.0,102560.0,0.0009750390015600624,4,25.0
aruba,2016,2,3,2016.0,104872.0,0.002860630101457014,5,60.0
aruba,2020,3,1,2020.0,105366.0,0.0009490727559174686,4,25.0
australasia,1908,85,0,,,,85,0.0
australasia,1912,44,2,,,,46,4.3478260869565215
australia,1896,7,0,,,,7,0.0
australia,1900,7,0,,,,7,0.0
australia,1904,16,0,,,,16,0.0
australia,1920,31,3,,,,34,8.823529411764707
australia,1924,71,0,,,,71,0.0
australia,1928,26,7,,,,33,21.21212121212121
australia,1932,16,5,,,,21,23.809523809523807
australia,1936,41,6,,,,47,12.76595744680851
australia,1948,104,19,,,,123,15.447154471544716
australia,1952,153,21,,,,174,12.068965517241379
australia,1956,430,78,,,,508,15.354330708661418
australia,1960,258,65,1960.0,10276477.0,0.0006325124845800754,323,20.123839009287924
australia,1964,294,100,1964.0,11167000.0,0.0008954956568460643,394,25.380710659898476
australia,1968,148,61,1968.0,12009000.0,0.000507952369056541,209,29.1866028708134
australia,1972,191,82,1972.0,13177000.0,0.0006222964255900433,273,30.036630036630036
australia,1976,197,86,1976.0,14033000.0,0.0006128411601225682,283,30.3886925795053
australia,1980,145,70,1980.0,14692000.0,0.00047644976858154096,215,32.55813953488372
australia,1984,235,119,1984.0,15544000.0,0.0007655687081832218,354,33.61581920903955
australia,1988,268,122,1988.0,16532200.0,0.0007379538113499715,390,31.28205128205128
australia,1992,264,174,1992.0,17495000.0,0.0009945698771077452,438,39.726027397260275
australia,1994,35,12,1994.0,17855000.0,6.720806496779614e-05,47,25.53191489361702
australia,1996,295,236,1996.0,18311000.0,0.0012888427721041997,531,44.44444444444444
australia,1998,24,9,1998.0,18711000.0,4.81000481000481e-05,33,27.27272727272727
australia,2000,401,363,2000.0,19153000.0,0.001895264449433509,764,47.51308900523561
australia,2002,23,19,2002.0,19651400.0,9.668522344464007e-05,42,45.23809523809524
australia,2004,325,275,2004.0,20127400.0,0.0013662966900841638,600,45.83333333333333
australia,2006,28,18,2006.0,20697900.0,8.696534431029235e-05,46,39.130434782608695
australia,2008,286,262,2008.0,21249200.0,0.0012329875948270995,548,47.81021897810219
australia,2010,26,23,2010.0,22031750.0,0.0001043947938770184,49,46.93877551020408
australia,2012,260,235,2012.0,22733465.0,0.001033718353097515,495,47.474747474747474
australia,2014,40,42,2014.0,23475686.0,0.0001789085098514267,82,51.21951219512195
australia,2016,241,257,2016.0,24190907.0,0.0010623826547718942,498,51.606425702811244
australia,2018,34,32,,,,66,48.484848484848484
australia,2020,266,312,2020.0,24601860.0,0.001268196794876485,578,53.979238754325266
australia,2022,33,33,,,,66,50.0
austria,1896,10,0,,,,10,0.0
austria,1900,36,0,,,,36,0.0
austria,1908,37,4,,,,41,9.75609756097561
austria,1912,182,10,,,,192,5.208333333333334
austria,1924,113,4,,,,117,3.418803418803419
austria,1928,108,13,,,,121,10.743801652892563
austria,1932,23,4,,,,27,14.814814814814813
austria,1936,391,40,,,,431,9.280742459396752
austria,1948,247,60,,,,307,19.54397394136808
austria,1952,240,88,,,,328,26.82926829268293
austria,1956,112,21,,,,133,15.789473684210526
austria,1960,171,72,1960.0,7047539.0,0.001021633225442243,243,29.629629629629626
austria,1964,180,41,1964.0,7223801.0,0.0005675682372756393,221,18.552036199095024
austria,1968,129,29,1968.0,7415403.0,0.00039107786859325107,158,18.354430379746837
austria,1972,143,40,1972.0,7544201.0,0.000530208566818408,183,21.85792349726776
austria,1976,127,41,1976.0,7565525.0,0.0005419319875355643,168,24.404761904761905
austria,1980,104,37,1980.0,7549433.0,0.000490103031578663,141,26.24113475177305
austria,1984,172,51,1984.0,7561434.0,0.0006744752384269968,223,22.869955156950674
austria,1988,197,57,1988.0,7585317.0,0.0007514517850737154,254,22.440944881889763
austria,1992,172,67,1992.0,7840709.0,0.0008545145598440141,239,28.03347280334728
austria,1994,100,28,1994.0,7936118.0,0.0003528173346212846,128,21.875
austria,1996,58,21,1996.0,7959017.0,0.0002638516791709328,79,26.582278481012654
austria,1998,116,42,1998.0,7976789.0,0.0005265276541726251,158,26.582278481012654
austria,2000,63,45,2000.0,8011566.0,0.0005616879396612347,108,41.66666666666667
austria,2002,114,32,2002.0,8081957.0,0.0003959437052189216,146,21.91780821917808
austria,2004,49,20,2004.0,8171966.0,0.0002447391484497121,69,28.985507246376812
austria,2006,95,33,2006.0,8268641.0,0.00039909823149898515,128,25.78125
austria,2008,50,37,2008.0,8321496.0,0.00044463159028136287,87,42.5287356321839
austria,2010,87,42,2010.0,8363404.0,0.0005021878651324269,129,32.55813953488372
austria,2012,51,36,2012.0,8429991.0,0.00042704671926696006,87,41.37931034482759
austria,2014,130,70,2014.0,8546356.0,0.0008190625337863295,200,35.0
austria,2016,44,39,2016.0,8736668.0,0.00044639443778795305,83,46.98795180722892
austria,2018,102,59,,,,161,36.64596273291926
austria,2020,38,46,2020.0,8797566.0,0.0005228718943398663,84,54.761904761904766
austria,2022,93,71,,,,164,43.292682926829265
azerbaijan,1996,20,4,1996.0,7763000.0,5.1526471724848644e-05,24,16.666666666666664
azerbaijan,1998,1,1,1998.0,7913000.0,1.2637432073802604e-05,2,50.0
azerbaijan,2000,25,7,2000.0,8048600.0,8.697164724299878e-05,32,21.875
azerbaijan,2002,2,0,2002.0,8171950.0,0.0,2,0.0
azerbaijan,2004,31,7,2004.0,8306500.0,8.427135375910432e-05,38,18.421052631578945
azerbaijan,2006,0,0,2006.0,8484550.0,0.0,0,
azerbaijan,2008,31,14,2008.0,8763400.0,0.00015975534609854623,45,31.11111111111111
azerbaijan,2010,2,2,2010.0,9054332.0,2.208887414333824e-05,4,50.0
azerbaijan,2012,42,16,2012.0,9295784.0,0.00017212103895701536,58,27.586206896551722
azerbaijan,2014,2,1,2014.0,9535079.0,1.04875900870879e-05,3,33.33333333333333
azerbaijan,2016,53,16,2016.0,9757812.0,0.00016397118534359958,69,23.18840579710145
azerbaijan,2018,1,0,,,,1,0.0
azerbaijan,2020,35,20,2020.0,9854033.0,0.00020296258394913026,55,36.36363636363637
azerbaijan,2022,1,1,,,,2,50.0
bahrain,1984,13,0,1984.0,407225.0,0.0,13,0.0
bahrain,1988,20,0,1988.0,465198.0,0.0,20,0.0
bahrain,1992,16,0,1992.0,523086.0,0.0,16,0.0
bahrain,1996,1,0,1996.0,578666.0,0.0,1,0.0
bahrain,2000,2,2,2000.0,664611.0,0.00030092791121422906,4,50.0
bahrain,2004,6,3,2004.0,829844.0,0.0003615137302914765,9,33.33333333333333
bahrain,2008,14,4,2008.0,1114641.0,0.00035885993786340174,18,22.22222222222222
bahrain,2012,4,10,2012.0,1299943.0,0.0007692644985203198,14,71.42857142857143
bahrain,2016,20,14,2016.0,1425791.0,0.0009819110935613985,34,41.17647058823529
bahrain,2020,26,7,2020.0,1494074.0,0.00046851762362506814,33,21.21212121212121
bangladesh,1984,2,0,1984.0,88416521.0,0.0,2,0.0
bangladesh,1988,11,0,1988.0,98186350.0,0.0,11,0.0
bangladesh,1992,9,1,1992.0,107983704.0,9.260656589442421e-07,10,10.0
bangladesh,1996,3,1,1996.0,117649932.0,8.499792418069565e-07,4,25.0
bangladesh,2000,2,4,2000.0,127657854.0,3.1333755618357802e-06,6,66.66666666666666
bangladesh,2004,3,1,2004.0,136986432.0,7.299993038726639e-07,4,25.0
bangladesh,2008,3,2,2008.0,144304167.0,1.385961363125432e-06,5,40.0
bangladesh,2012,6,1,2012.0,151007807.0,6.622174176729816e-07,7,14.285714285714285
bangladesh,2016,4,3,2016.0,157970840.0,1.89908466651187e-06,7,42.857142857142854
bangladesh,2020,4,2,2020.0,159670593.0,1.2525788014077207e-06,6,33.33333333333333
barbados,1968,12,1,1968.0,237241.0,0.00042151230183652916,13,7.6923076923076925
barbados,1972,10,9,1972.0,241515.0,0.003726476616359232,19,47.368421052631575
barbados,1976,18,3,1976.0,247583.0,0.001211714859259319,21,14.285714285714285
barbados,1984,24,3,1984.0,255497.0,0.0011741820843297573,27,11.11111111111111
barbados,1988,23,2,1988.0,258977.0,0.000772269352104627,25,8.0
barbados,1992,16,2,1992.0,262886.0,0.0007607860441408063,18,11.11111111111111
barbados,1996,18,3,1996.0,267049.0,0.0011233893405330107,21,14.285714285714285
barbados,2000,18,10,2000.0,271515.0,0.0036830377695523265,28,35.714285714285715
barbados,2004,14,1,2004.0,275284.0,0.0003632612138736723,15,6.666666666666667
barbados,2008,8,2,2008.0,279946.0,0.0007144234959599352,10,20.0
barbados,2012,8,0,2012.0,283700.0,0.0,8,0.0
barbados,2016,8,5,2016.0,285796.0,0.0017494996431020727,13,38.46153846153847
barbados,2020,5,4,2020.0,286233.0,0.0013974629060939864,9,44.44444444444444
belarus,1994,43,32,1994.0,10227000.0,0.0003128972328150973,75,42.66666666666667
belarus,1996,139,113,1996.0,10160000.0,0.0011122047244094488,252,44.84126984126984
belarus,1998,67,38,1998.0,10069000.0,0.000377395967822028,105,36.19047619047619
belarus,2000,127,103,2000.0,9979610.0,0.0010321044609959708,230,44.78260869565218
belarus,2002,77,47,2002.0,9865548.0,0.0004764053654191333,124,37.903225806451616
belarus,2004,105,88,2004.0,9730146.0,0.0009044057509517329,193,45.59585492227979
belarus,2006,30,42,2006.0,9604924.0,0.00043727571399836167,72,58.333333333333336
belarus,2008,140,98,2008.0,9527985.0,0.0010285490583790801,238,41.17647058823529
belarus,2010,54,42,2010.0,9490583.0,0.00044254394066202255,96,43.75
belarus,2012,103,84,2012.0,9464495.0,0.0008875275437305424,187,44.919786096256686
belarus,2014,40,28,2014.0,9474511.0,0.00029552976401631706,68,41.17647058823529
belarus,2016,66,79,2016.0,9501534.0,0.0008314446909309591,145,54.48275862068965
belarus,2018,37,49,,,,86,56.97674418604651
belarus,2020,52,79,2020.0,9498264.0,0.0008317309352530104,131,60.30534351145038
belarus,2022,28,38,,,,66,57.57575757575758
belgium,1900,130,0,,,,130,0.0
belgium,1908,115,0,,,,115,0.0
belgium,1912,100,1,,,,101,0.9900990099009901
belgium,1920,496,13,,,,509,2.5540275049115913
belgium,1924,306,9,,,,315,2.857142857142857
belgium,1928,254,28,,,,282,9.929078014184398
belgium,1932,19,2,,,,21,9.523809523809524
belgium,1936,197,8,,,,205,3.902439024390244
belgium,1948,187,24,,,,211,11.374407582938389
belgium,1952,196,9,,,,205,4.390243902439024
belgium,1956,86,3,,,,89,3.3707865168539324
belgium,1960,139,19,1960.0,9153489.0,0.0002075711239725093,158,12.025316455696203
belgium,1964,80,8,1964.0,9378113.0,8.530500752123588e-05,88,9.090909090909092
belgium,1968,89,16,1968.0,9618756.0,0.0001663416766159782,105,15.238095238095239
belgium,1972,86,7,1972.0,9711115.0,7.20823509967702e-05,93,7.526881720430108
belgium,1976,93,57,1976.0,9818227.0,0.0005805528839371915,150,38.0
belgium,1980,60,34,1980.0,9859242.0,0.00034485409730281496,94,36.17021276595745
belgium,1984,66,25,1984.0,9855372.0,0.00025366876055008377,91,27.472527472527474
belgium,1988,53,41,1988.0,9901664.0,0.00041407181661587384,94,43.61702127659575
belgium,1992,59,37,1992.0,10045158.0,0.00036833666528689744,96,38.54166666666667
belgium,1994,2,6,1994.0,10115603.0,5.931430879602531e-05,8,75.0
belgium,1996,43,27,1996.0,10156637.0,0.0002658360242666938,70,38.57142857142858
belgium,1998,3,0,1998.0,10203008.0,0.0,3,0.0
belgium,2000,35,54,2000.0,10251250.0,0.0005267650286550421,89,60.67415730337079
belgium,2002,13,0,2002.0,10332785.0,0.0,13,0.0
belgium,2004,27,26,2004.0,10421137.0,0.0002494929296102719,53,49.056603773584904
belgium,2006,8,0,2006.0,10547958.0,0.0,8,0.0
belgium,2008,91,23,2008.0,10709973.0,0.00021475310908813683,114,20.175438596491226
belgium,2010,6,4,2010.0,10895586.0,3.671211442872371e-05,10,40.0
belgium,2012,81,46,2012.0,11106932.0,0.0004141557722690658,127,36.22047244094488
belgium,2014,6,5,2014.0,11209057.0,4.4606785387923357e-05,11,45.45454545454545
belgium,2016,84,52,2016.0,11331422.0,0.00045890092170250126,136,38.23529411764706
belgium,2018,26,13,,,,39,33.33333333333333
belgium,2020,70,79,2020.0,11375158.0,0.0006944958478818492,149,53.02013422818792
belgium,2022,30,15,,,,45,33.33333333333333
belize,1968,5,0,1968.0,116061.0,0.0,5,0.0
belize,1972,0,0,1972.0,127150.0,0.0,0,
belize,1976,3,0,1976.0,135147.0,0.0,3,0.0
belize,1984,13,0,1984.0,160347.0,0.0,13,0.0
belize,1988,13,0,1988.0,179028.0,0.0,13,0.0
belize,1992,17,1,1992.0,194324.0,0.0005146044750005146,18,5.555555555555555
belize,1996,2,3,1996.0,213664.0,0.00140407368578703,5,60.0
belize,2000,1,1,2000.0,247315.0,0.00040434263995309624,2,50.0
belize,2004,1,1,2004.0,276504.0,0.00036165842085467115,2,50.0
belize,2008,3,1,2008.0,306823.0,0.00032592080776212997,4,25.0
belize,2012,2,1,2012.0,338000.0,0.0002958579881656805,3,33.33333333333333
belize,2016,2,1,2016.0,368400.0,0.0002714440825190011,3,33.33333333333333
belize,2020,3,1,2020.0,375769.0,0.0002661209413229937,4,25.0
benin,1972,4,0,1972.0,3043567.0,0.0,4,0.0
benin,1980,16,1,1980.0,3717165.0,2.690222252711408e-05,17,5.88235294117647
benin,1984,3,0,1984.0,4156819.0,0.0,3,0.0
benin,1988,9,2,1988.0,4672852.0,4.280041396560388e-05,11,18.181818181818183
benin,1992,5,2,1992.0,5331803.0,3.751076324462851e-05,7,28.57142857142857
benin,1996,6,1,1996.0,6094259.0,1.6408885805476925e-05,7,14.285714285714285
benin,2000,3,1,2000.0,6865951.0,1.4564624769387372e-05,4,25.0
benin,2004,2,2,2004.0,7750004.0,2.5806438293451205e-05,4,50.0
benin,2008,3,2,2008.0,8696921.0,2.2996644444625863e-05,5,40.0
benin,2012,4,1,2012.0,9729248.0,1.0278286667170988e-05,5,20.0
benin,2016,4,2,2016.0,10872067.0,1.839576595692429e-05,6,33.33333333333333
benin,2020,4,3,2020.0,11175204.0,2.6845147524823708e-05,7,42.857142857142854
bermuda,1936,14,0,,,,14,0.0
bermuda,1948,25,5,,,,30,16.666666666666664
bermuda,1952,8,4,,,,12,33.33333333333333
bermuda,1956,0,0,,,,0,
bermuda,1960,0,0,1960.0,44400.0,0.0,0,
bermuda,1964,0,0,1964.0,48900.0,0.0,0,
bermuda,1968,2,0,1968.0,53000.0,0.0,2,0.0
bermuda,1972,2,0,1972.0,54200.0,0.0,2,0.0
bermuda,1976,14,7,1976.0,53200.0,0.013157894736842105,21,33.33333333333333
bermuda,1984,9,1,1984.0,56423.0,0.0017723268879712177,10,10.0
bermuda,1988,10,0,1988.0,58347.0,0.0,10,0.0
bermuda,1992,17,6,1992.0,58595.0,0.010239781551326904,23,26.08695652173913
bermuda,1994,1,0,1994.0,59320.0,0.0,1,0.0
bermuda,1996,5,1,1996.0,60129.0,0.0016630910209715778,6,16.666666666666664
bermuda,1998,1,0,1998.0,60943.0,0.0,1,0.0
bermuda,2000,3,1,2000.0,61833.0,0.0016172593922339203,4,25.0
bermuda,2002,1,0,2002.0,62912.0,0.0,1,0.0
bermuda,2004,4,5,2004.0,63740.0,0.007844367743959836,9,55.55555555555556
bermuda,2006,1,0,2006.0,64523.0,0.0,1,0.0
bermuda,2008,2,3,2008.0,65273.0,0.0045960810748701605,5,60.0
bermuda,2010,1,0,2010.0,65124.0,0.0,1,0.0
bermuda,2012,5,2,2012.0,64798.0,0.0030865150158955524,7,28.57142857142857
bermuda,2014,1,0,2014.0,65139.0,0.0,1,0.0
bermuda,2016,4,4,2016.0,64555.0,0.006196266749283557,8,50.0
bermuda,2018,1,0,,,,1,0.0
bermuda,2020,1,1,2020.0,63874.0,0.0015655822400350691,2,50.0
bhutan,1984,3,3,1984.0,451476.0,0.0006644871488185419,6,50.0
bhutan,1988,6,0,1988.0,509540.0,0.0,6,0.0
bhutan,1992,6,6,1992.0,534516.0,0.0011225108322295311,12,50.0
bhutan,1996,1,1,1996.0,541465.0,0.00018468414394282178,2,50.0
bhutan,2000,1,1,2000.0,591021.0,0.00016919872559519882,2,50.0
bhutan,2004,1,1,2004.0,638815.0,0.00015653984330361685,2,50.0
bhutan,2008,1,1,2008.0,671613.0,0.00014889527153286194,2,50.0
bhutan,2012,0,2,2012.0,701583.0,0.00028506962112822003,2,100.0
bhutan,2016,0,2,2016.0,736709.0,0.000271477611920039,2,100.0
bhutan,2020,2,2,2020.0,745568.0,0.00026825185630284564,4,50.0
bohemia,1900,15,2,,,,17,11.76470588235294
bohemia,1908,65,0,,,,65,0.0
bohemia,1912,134,1,,,,135,0.7407407407407408
